file,section,id,commons_title,author,license,license_url,source_page
yoga/nadi-shodhana.jpg,yoga,nadi-shodhana,File:Yoga instructor practising Pranayama.jpg,Pinkpanther0,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,https://commons.wikimedia.org/wiki/File:Yoga_instructor_practising_Pranayama.jpg
yoga/bhramari.jpg,yoga,bhramari,File:Bhramari Pranayama - International Day of Yoga Celebration - NCSM - Kolkata 2017-06-21 2448.JPG,Biswarup Ganguly,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,https://commons.wikimedia.org/wiki/File:Bhramari_Pranayama_-_International_Day_of_Yoga_Celebration_-_NCSM_-_Kolkata_2017-06-21_2448.JPG
yoga/kapalabhati.jpg,yoga,kapalabhati,File:Tanumânasî kapalabhati (cropped).JPG,"Jesús Bonilla ""Tanumânasî""",Public domain,,https://commons.wikimedia.org/wiki/File:Tanum%C3%A2nas%C3%AE_kapalabhati_(cropped).JPG
yoga/patanjali.jpg,yoga,patanjali,File:Patanjali Statue.jpg,User:Alokprasad,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Patanjali_Statue.jpg
yoga/vivekananda-chicago.jpg,yoga,vivekananda-chicago,File:Swami Vivekananda 1893 Chicago image Harrison.jpg,Thomas Harrison,Public domain,,https://commons.wikimedia.org/wiki/File:Swami_Vivekananda_1893_Chicago_image_Harrison.jpg
yoga/international-yoga-day.jpg,yoga,international-yoga-day,File:WORLD YOGA DAY Victoriya Kolkata.jpg,Susovan Chakraborty5,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:WORLD_YOGA_DAY_Victoriya_Kolkata.jpg
vyayam/dand.png,vyayam,dand,"File:Dand, Dund, hindu push-up, 1and2.png",RickyBennison,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"https://commons.wikimedia.org/wiki/File:Dand,_Dund,_hindu_push-up,_1and2.png"
vyayam/baithak.png,vyayam,baithak,"File:Squat, baithak, Hindu squat, possibly 'The Great Gamma'.png",AnonymousUnknown author,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"https://commons.wikimedia.org/wiki/File:Squat,_baithak,_Hindu_squat,_possibly_%27The_Great_Gamma%27.png"
vyayam/akhada.jpg,vyayam,akhada,File:GosaniYatra Naga Photo7.jpg,Paramitaprajna,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:GosaniYatra_Naga_Photo7.jpg
vyayam/kushti.jpg,vyayam,kushti,File:Kushti in Pakistan.jpg,Kedar Iyer,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Kushti_in_Pakistan.jpg
vyayam/mudgar.jpg,vyayam,mudgar,File:Mexican Juggler at an Indian Circus.jpg,RioRiyoRio,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Mexican_Juggler_at_an_Indian_Circus.jpg
vyayam/gada.jpg,vyayam,gada,File:EB1911 - Mace - Fig. 1.—Group of War Maces of the 15th and 16th centuries.jpg,AnonymousUnknown author,Public domain,,https://commons.wikimedia.org/wiki/File:EB1911_-_Mace_-_Fig._1.%E2%80%94Group_of_War_Maces_of_the_15th_and_16th_centuries.jpg
vyayam/indian-clubs.jpg,vyayam,indian-clubs,File:The Victorian naturalist (IA victoriannatural118841885fiel).pdf,Field Naturalists' Club of Victoria,Public domain,,https://commons.wikimedia.org/wiki/File:The_Victorian_naturalist_(IA_victoriannatural118841885fiel).pdf
vyayam/mallakhamb.jpg,vyayam,mallakhamb,File:Mallakhamba performs on the pole.jpg,Aliva Sahoo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Mallakhamba_performs_on_the_pole.jpg
vyayam/kalaripayattu.jpg,vyayam,kalaripayattu,File:Kalaripayattu mock combat in rural Kerala.jpg,Ginu Plathottam,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Kalaripayattu_mock_combat_in_rural_Kerala.jpg
vyayam/great-gama.jpg,vyayam,great-gama,File:The Indian Wrestler Gama.jpg,Unknown photographer,Public domain,,https://commons.wikimedia.org/wiki/File:The_Indian_Wrestler_Gama.jpg
dhyana/anapana.jpg,dhyana,anapana,File:Yoga at school.jpg,Archies2804,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Yoga_at_school.jpg
dhyana/walking-meditation.jpg,dhyana,walking-meditation,File:Peace is every step in Temple 01.jpg,Phra atipanyo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Peace_is_every_step_in_Temple_01.jpg
dhyana/om-chanting.png,dhyana,om-chanting,File:Emojione BW 1F549.svg,https://github.com/emojione/emojione/graphs/contributors,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Emojione_BW_1F549.svg
dhyana/trataka.jpg,dhyana,trataka,File:Trataka.JPG,Aikhan,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Trataka.JPG
dhyana/maitri.jpg,dhyana,maitri,"File:Senior Monk in meditation, Myanmar.jpg",Bks07,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Senior_Monk_in_meditation,_Myanmar.jpg"
dhyana/preksha-dhyana.jpg,dhyana,preksha-dhyana,File:Ahinsa Sthal.jpg,Harjeetsinghnarang,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Ahinsa_Sthal.jpg
dhyana/sakshi-bhava.jpg,dhyana,sakshi-bhava,"File:Sculpture of Boddhisatva in Dhyana mudra (Meditation Pose), provenance unlisted, Lahore Museum, Pakistan.jpg",SpeakingArch,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Sculpture_of_Boddhisatva_in_Dhyana_mudra_(Meditation_Pose),_provenance_unlisted,_Lahore_Museum,_Pakistan.jpg"
dhyana/dhyana-mudra.jpg,dhyana,dhyana-mudra,File:Man painting in gold a statue of the Buddha.jpg,Basile Morin,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Man_painting_in_gold_a_statue_of_the_Buddha.jpg
dhyana/vipassana.jpg,dhyana,vipassana,"File:Statues of Gautama Buddha, Vimutti Vipassana Meditation Centre (132114).jpg",Moheen Reeyad,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Statues_of_Gautama_Buddha,_Vimutti_Vipassana_Meditation_Centre_(132114).jpg"
dhyana/zen-meditation.jpg,dhyana,zen-meditation,File:Kodo Sawaki Zazen.jpg,Unknown authorUnknown author,Public domain,,https://commons.wikimedia.org/wiki/File:Kodo_Sawaki_Zazen.jpg
dhyana/rishikesh-beatles-ashram.jpg,dhyana,rishikesh-beatles-ashram,"File:I am the Eggman, Beatles Ashram, Rishikesh, India.jpg",Chris Dyer Peru,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:I_am_the_Eggman,_Beatles_Ashram,_Rishikesh,_India.jpg"
